[10153:775:0821/100754.836741:WARNING:CONSOLE(0)] "A cookie associated with a cross-site resource at http://google.com/ was set without the `SameSite` attribute. A future release of Chrome will only deliver cookies with cross-site requests if they are set with `SameSite=None` and `Secure`. You can review cookies in developer tools under Application>Storage>Cookies and see more details at https://www.chromestatus.com/feature/5088147346030592 and https://www.chromestatus.com/feature/5633521622188032.", source: chrome-search://local-ntp/local-ntp.html (0)
[10153:775:0821/100800.602158:INFO:CONSOLE(2)] "Opening transport: websocket  url:https://stream174.forexpros.com:443/echo/352/9add7eaa  RTO:2286", source: https://i-invdn-com.akamaized.net/js/main-1.17.260.min.js (2)
[10153:775:0821/100801.313543:INFO:CONSOLE(8)] "Subscribed socket to:  pid-37426:,pid-8873:,pid-8839:,pid-169:,pid-166:,pid-14958:,pid-44336:,pid-8827:,pid-1:,pid-2:,pid-3:,pid-5:,pid-7:,pid-9:,pid-10:,pidTechSumm-1:,pidTechSumm-2:,pidTechSumm-3:,pidTechSumm-5:,pidTechSumm-7:,pidTechSumm-9:,pidTechSumm-10:,pidExt-37426:,isOpenExch-60:,isOpenExch-1:,isOpenExch-2:,isOpenPair-8873:,isOpenPair-8839:,isOpenPair-44336:,isOpenPair-8827:,cmt-1-5-37426:,domain-1:", source: https://i-invdn-com.akamaized.net/js/main-1.17.260.min.js (8)
[10153:775:0821/100801.314573:INFO:CONSOLE(8)] "sendUID-0", source: https://i-invdn-com.akamaized.net/js/main-1.17.260.min.js (8)
[10153:775:0821/100801.487724:INFO:CONSOLE(257)] "Language: EN", source: https://s0.2mdn.net/ads/richmedia/studio/pv2/61466896/20200709094626491/main.js (257)
[10153:775:0821/100801.487797:INFO:CONSOLE(272)] "Set Open Sans Font", source: https://s0.2mdn.net/ads/richmedia/studio/pv2/61466896/20200709094626491/main.js (272)
[10153:775:0821/100801.488018:INFO:CONSOLE(369)] "findPercenatage:  - 76%", source: https://s0.2mdn.net/ads/richmedia/studio/pv2/61466896/20200709094626491/main.js (369)
[10153:775:0821/100801.488072:INFO:CONSOLE(369)] "findPercenatage: <div style="line-height:13px;"><b>*percent* av alla icke-professionella kunder förlorar pengar på CFD-handel hos den här leverantören.</b><br>Du bör tänka efter om du förstår hur CFD-kontrakt fungerar och om du har råd med den stora risken för att förlora dina pengar.</div> - 76%", source: https://s0.2mdn.net/ads/richmedia/studio/pv2/61466896/20200709094626491/main.js (369)
[10153:775:0821/100801.488320:INFO:CONSOLE(369)] "findPercenatage: <div style="line-height:13px;"><b>76% av alla icke-professionella kunder förlorar pengar på CFD-handel hos den här leverantören.</b><br>Du bör tänka efter om du förstår hur CFD-kontrakt fungerar och om du har råd med den stora risken för att förlora dina pengar.</div> - 76%", source: https://s0.2mdn.net/ads/richmedia/studio/pv2/61466896/20200709094626491/main.js (369)
[10153:775:0821/100801.488375:INFO:CONSOLE(369)] "findPercenatage:  - 76%", source: https://s0.2mdn.net/ads/richmedia/studio/pv2/61466896/20200709094626491/main.js (369)
[10153:775:0821/100801.635366:INFO:CONSOLE(6)] "onLoad", source: https://i-invdn-com.akamaized.net/js/jscharts-8.1.15.min.js (6)
[10153:775:0821/100801.863749:INFO:CONSOLE(0)] "[Report Only] Refused to load media from 'blob:https://www.investing.com/f0d94d75-5028-4bc1-b131-4aa309f00597' because it violates the following Content Security Policy directive: "default-src https: data: wss: 'unsafe-inline' 'unsafe-eval'". Note that 'media-src' was not explicitly set, so 'default-src' is used as a fallback.
", source: https://www.investing.com/indices/kospi-historical-data (0)
[10153:775:0821/100802.762138:INFO:CONSOLE(0)] "A cookie associated with a cross-site resource at http://csync.loopme.me/ was set without the `SameSite` attribute. A future release of Chrome will only deliver cookies with cross-site requests if they are set with `SameSite=None` and `Secure`. You can review cookies in developer tools under Application>Storage>Cookies and see more details at https://www.chromestatus.com/feature/5088147346030592 and https://www.chromestatus.com/feature/5633521622188032.", source: https://www.investing.com/indices/kospi-historical-data (0)
[10153:775:0821/100803.048523:INFO:CONSOLE(1)] "[Report Only] Refused to create a worker from 'blob:https://www.investing.com/864bc879-159d-4514-91a3-d4f552d3b7b2' because it violates the following Content Security Policy directive: "default-src https: data: wss: 'unsafe-inline' 'unsafe-eval'". Note that 'worker-src' was not explicitly set, so 'default-src' is used as a fallback.
", source: https://live.sekindo.com/content/video/hls/hls.0.12.4_1.min.js (1)
[10153:775:0821/100803.056370:INFO:CONSOLE(0)] "[Report Only] Refused to create a worker from 'blob:https://www.investing.com/864bc879-159d-4514-91a3-d4f552d3b7b2' because it violates the following Content Security Policy directive: "default-src https: data: wss: 'unsafe-inline' 'unsafe-eval'". Note that 'worker-src' was not explicitly set, so 'default-src' is used as a fallback.
", source: https://www.investing.com/indices/kospi-historical-data (0)
[10153:775:0821/100804.489746:INFO:CONSOLE(369)] "findPercenatage: <div style="line-height:13px;"><b>76% av alla icke-professionella kunder förlorar pengar på CFD-handel hos den här leverantören.</b><br>Du bör tänka efter om du förstår hur CFD-kontrakt fungerar och om du har råd med den stora risken för att förlora dina pengar.</div> - 76%", source: https://s0.2mdn.net/ads/richmedia/studio/pv2/61466896/20200709094626491/main.js (369)
[10153:775:0821/100804.489913:INFO:CONSOLE(369)] "findPercenatage:  - 76%", source: https://s0.2mdn.net/ads/richmedia/studio/pv2/61466896/20200709094626491/main.js (369)
[10153:775:0821/100804.490637:INFO:CONSOLE(275)] "updated position", source: https://s0.2mdn.net/ads/richmedia/studio/pv2/61466896/20200709094626491/main.js (275)
[10153:775:0821/100806.998537:INFO:CONSOLE(0)] "A cookie associated with a cross-site resource at http://yahoo.com/ was set without the `SameSite` attribute. A future release of Chrome will only deliver cookies with cross-site requests if they are set with `SameSite=None` and `Secure`. You can review cookies in developer tools under Application>Storage>Cookies and see more details at https://www.chromestatus.com/feature/5088147346030592 and https://www.chromestatus.com/feature/5633521622188032.", source: https://www.investing.com/indices/kospi-historical-data (0)
[10153:775:0821/100806.998659:INFO:CONSOLE(0)] "A cookie associated with a cross-site resource at https://yahoo.com/ was set without the `SameSite` attribute. A future release of Chrome will only deliver cookies with cross-site requests if they are set with `SameSite=None` and `Secure`. You can review cookies in developer tools under Application>Storage>Cookies and see more details at https://www.chromestatus.com/feature/5088147346030592 and https://www.chromestatus.com/feature/5633521622188032.", source: https://www.investing.com/indices/kospi-historical-data (0)
